City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,san pedro pochutla,15.7333,-96.4667,30.84,84,38,1.76,MX,1694565977
367,saint-valery-en-caux,49.8667,0.7333,15.98,88,3,3.38,FR,1694565960
368,liaozhong,41.5061,122.7242,20.87,42,0,2.13,CN,1694566164
369,namsos,64.4662,11.4957,10.95,82,100,7.2,NO,1694566165
370,miracema do tocantins,-9.5618,-48.3967,32.06,28,79,1.92,BR,1694566165
371,sultanah,24.4926,39.5857,35.25,12,40,5.14,SA,1694566165
372,rikaze,29.25,88.8833,11.08,35,0,1.14,CN,1694566165
373,horseheads,42.167,-76.8205,20.43,94,100,5.14,US,1694566165
374,pemangkat,1.1667,108.9667,25.96,83,99,1.68,ID,1694566165
375,kupjansk,49.7209,37.5998,14.98,48,100,2.21,UA,1694566165
376,pama,11.2497,0.7075,25.17,90,100,2.43,BF,1694566166
377,mandera,3.9366,41.867,25.54,67,35,6.34,KE,1694566166
378,tofol,5.3248,163.0078,30.88,70,75,5.14,FM,1694566166
379,dickinson,29.4608,-95.0513,33.05,69,40,4.12,US,1694566166
380,howard springs,-12.497,131.047,30.46,43,6,5.98,AU,1694566166
381,ghat,24.9647,10.1728,26.14,24,0,1.19,LY,1694566166
382,kota kinabalu,5.9749,116.0724,23.99,94,40,3.09,MY,1694566166
383,hirara,24.8,125.2833,28.92,89,75,4.12,JP,1694566167
384,yeraliyev,43.2,51.65,18.6,60,100,2.09,KZ,1694566167
385,ciudad lazaro cardenas,17.9583,-102.2,28.65,79,100,3.43,MX,1694566167
386,beyneu,45.3167,55.2,18.77,52,100,1.81,KZ,1694566167
387,gimcheon,36.1218,128.1198,23.62,100,100,0.51,KR,1694566167
388,kununurra,-15.7667,128.7333,28.99,24,98,3.6,AU,1694565904
389,prado,-17.3411,-39.2208,22.27,86,12,2.91,BR,1694566167
390,kavaratti,10.5669,72.642,27.77,79,83,6.43,IN,1694566168
391,igarka,67.4667,86.5833,4.33,77,94,3.07,RU,1694566168
392,kavieng,-2.5744,150.7967,27.81,74,100,3.74,PG,1694566168
393,goondiwindi,-28.55,150.3167,22.41,32,0,1.11,AU,1694566168
394,barra de santo antonio,-9.4047,-35.5072,24.6,86,42,4.94,BR,1694566168
395,guaratinga,-16.5667,-39.5667,19.31,94,13,0.55,BR,1694566168
396,lubumbashi,-11.6609,27.4794,22.64,37,65,2.3,CD,1694566168
397,port-vila,-17.7338,168.3219,24.78,78,100,6.17,VU,1694566169
398,tame,6.461,-71.73,23.93,85,66,1.82,CO,1694566169
399,choibalsan,48.0667,114.5,15.0,36,11,4.45,MN,1694566169
400,barah,13.7,30.3667,25.95,67,20,2.39,SD,1694566169
401,coyhaique,-45.5752,-72.0662,5.34,98,60,2.48,CL,1694566110
402,dakhla,23.6848,-15.958,21.07,88,81,9.39,EH,1694566169
403,zhongshan,21.3226,110.5829,28.13,82,63,4.64,CN,1694566169
404,suva,-18.1416,178.4415,27.71,69,75,3.6,FJ,1694566170
405,karasu,41.071,30.7854,16.79,78,0,1.84,TR,1694566170
406,hinthada,17.6333,95.4667,24.08,99,100,2.6,MM,1694566170
407,beledweyne,4.7358,45.2036,25.01,73,99,7.73,SO,1694566170
408,kirensk,57.7853,108.1119,7.57,92,100,2.23,RU,1694566170
409,ipswich,52.0592,1.1555,14.92,92,100,6.69,GB,1694566170
410,saint-philippe,-21.3585,55.7679,22.77,86,63,4.9,RE,1694566170
411,salalah,17.0151,54.0924,28.05,83,75,2.06,OM,1694566171
412,bandarbeyla,9.4942,50.8122,25.31,79,21,10.72,SO,1694566171
413,kish,26.5578,54.0194,31.15,94,83,4.12,IR,1694566171
414,tsiombe,-25.3,45.4833,20.24,93,59,3.63,MG,1694566171
415,ati,13.2154,18.3353,26.46,66,100,1.7,TD,1694566171
416,macau,22.2006,113.5461,28.89,94,40,3.09,MO,1694565953
417,fort st. john,56.2499,-120.8529,18.94,48,100,7.72,CA,1694566158
418,santona,43.4439,-3.4576,19.56,91,14,2.4,ES,1694566172
419,taoudenni,22.6783,-3.9836,36.42,21,83,11.94,ML,1694566172
420,cooma,-36.2333,149.1333,18.16,32,4,1.4,AU,1694566172
421,vila franca do campo,37.7167,-25.4333,21.05,99,99,2.07,PT,1694566172
422,shakawe,-18.3667,21.85,13.85,19,0,2.88,BW,1694566172
423,tucuma,-0.1833,-50.05,25.58,78,5,3.49,BR,1694566172
424,yerofey pavlovich,53.9667,121.9667,10.35,51,24,1.4,RU,1694566172
425,oum hadjer,13.2954,19.6966,26.32,72,100,2.41,TD,1694566173
426,buka,40.8108,69.1986,13.94,42,0,0.56,UZ,1694566173
427,skovorodino,53.9833,123.9167,10.62,51,93,1.82,RU,1694566173
428,tabuk,17.4189,121.4443,27.46,79,33,1.27,PH,1694566173
429,alice springs,-23.7,133.8833,22.75,16,6,5.14,AU,1694566173
430,ceelbuur,4.685,46.6176,23.96,85,61,7.54,SO,1694566173
431,ulladulla,-35.35,150.4667,22.09,46,0,2.65,AU,1694566174
432,la sarre,48.8002,-79.1996,9.44,98,100,4.1,CA,1694566039
433,letlhakane,-21.4167,25.5833,10.76,77,4,9.38,BW,1694566174
434,imbituba,-28.24,-48.6703,18.39,91,100,3.74,BR,1694566142
435,montrose,38.4166,-108.2673,15.67,80,100,4.83,US,1694566030
436,kashmor,28.4333,69.5833,27.86,62,2,2.24,PK,1694566174
437,kapa'a,22.0752,-159.319,29.18,64,20,6.17,US,1694566174
438,papao,-17.75,-149.55,26.82,78,61,11.49,PF,1694566174
439,iwanai,42.9744,140.5089,24.36,73,70,1.54,JP,1694566175
440,hastings,50.8552,0.5729,17.18,44,100,5.81,GB,1694566175
441,manokwari,-0.8667,134.0833,26.8,75,100,1.1,ID,1694566175
442,suining,30.508,105.5733,22.88,81,0,1.67,CN,1694566175
443,ichnya,50.8626,32.3942,11.59,64,0,3.28,UA,1694566175
444,qamdo,31.1667,97.2333,3.59,61,0,0.5,CN,1694566175
445,tevriz,57.509,72.4042,6.39,94,0,2.32,RU,1694566176
446,balikpapan,-1.2675,116.8289,27.55,83,40,1.54,ID,1694566176
447,kyzyl-mazhalyk,51.1333,90.6,10.73,87,100,0.41,RU,1694566176
448,laminusa,5.5549,120.9136,27.75,76,100,5.85,PH,1694566176
449,sucua,-2.4667,-78.1667,20.3,94,14,1.76,EC,1694566176
450,miguel ahumada,30.6167,-106.5167,27.68,40,15,2.46,MX,1694566176
451,kabalo,-6.05,26.9167,25.16,64,100,0.11,CD,1694566177
452,al ghayzah,16.2079,52.176,27.72,85,96,1.91,YE,1694566177
453,caleta de carquin,-11.0925,-77.6267,18.48,83,34,6.13,PE,1694566177
454,usogorsk,63.4106,48.6872,8.81,94,0,2.91,RU,1694566177
455,dalai,45.5,124.3,17.24,43,100,3.24,CN,1694566177
456,jennings,38.7192,-90.2604,23.01,57,20,3.09,US,1694566178
457,malkapur,20.8833,76.2,22.8,89,51,4.16,IN,1694565905
458,sitka,57.0531,-135.33,13.94,88,75,3.09,US,1694565955
459,bolokhovo,54.0936,37.8183,13.62,55,100,2.26,RU,1694566178
460,sukhodol,53.9006,51.2117,11.16,90,99,1.45,RU,1694566178
461,ta'if,21.2703,40.4158,21.56,29,100,2.27,SA,1694566178
462,saint-malo,48.5,-1.8333,13.97,89,7,3.16,FR,1694566178
463,lankaran,38.7543,48.8506,18.04,100,100,2.06,AZ,1694566178
464,lazaro cardenas,17.9583,-102.2,28.65,79,100,3.43,MX,1694566179
465,nova vicosa,-17.8919,-39.3719,22.69,79,0,3.06,BR,1694566015
466,nova sintra,14.8667,-24.7167,24.87,80,3,4.08,CV,1694566179
467,taguatinga,-12.3857,-46.5711,30.48,26,92,1.91,BR,1694566179
468,ferkessedougou,9.6,-5.2,23.61,94,100,1.98,CI,1694566179
469,hobyo,5.3505,48.5268,25.08,90,50,9.44,SO,1694566179
470,szprotawa,51.5656,15.5366,20.91,74,48,1.74,PL,1694566179
471,cody,44.5263,-109.0565,25.58,34,0,2.57,US,1694566180
472,howrah,22.5892,88.3103,27.0,89,75,3.6,IN,1694566180
473,maba,24.6841,113.5984,27.15,89,95,0.58,CN,1694566180
474,mitu,1.1983,-70.1733,23.05,96,39,0.44,CO,1694566180
475,cabinda,-5.55,12.2,23.08,94,0,1.03,AO,1694566180
476,sinop,41.7711,34.8709,10.8,68,0,2.0,TR,1694566180
477,laborde,-33.1532,-62.8566,9.34,33,100,2.92,AR,1694566181
478,athens,37.9795,23.7162,23.7,44,0,4.12,GR,1694565428
479,antsiranana,-12.2787,49.2917,22.99,71,100,6.03,MG,1694566181
480,chernyshevsk,52.5243,117.0174,11.46,54,92,1.26,RU,1694566181
481,sabang,5.8933,95.3214,27.87,78,100,3.69,ID,1694566181
482,qui nhon,13.7667,109.2333,26.45,81,100,5.27,VN,1694566181
483,tirumakudal narsipur,12.21,76.9064,20.61,93,78,2.46,IN,1694566181
484,asaita,11.5636,41.4394,30.88,40,6,3.32,ET,1694566181
485,swakopmund,-22.6833,14.5333,12.47,79,0,1.34,NA,1694566182
486,miramichi,47.0043,-65.4654,15.23,95,100,1.87,CA,1694566182
487,port isabel,26.0734,-97.2086,33.02,68,0,5.66,US,1694566182
488,teknaf,20.8624,92.3058,26.23,91,97,7.37,BD,1694566182
489,happy valley-goose bay,53.3168,-60.3315,13.17,82,100,1.54,CA,1694566182
490,maine soroa,13.2114,12.0241,28.26,53,15,3.26,NE,1694566182
491,kralendijk,12.15,-68.2667,29.99,84,0,6.69,BQ,1694566182
492,novaya igirma,57.1334,103.9112,9.34,63,93,1.16,RU,1694566183
493,seydi,39.4816,62.9137,17.88,38,0,6.79,TM,1694566183
494,shalkar,47.8288,59.6258,12.38,82,16,2.06,KZ,1694566183
495,pyapon,16.2833,95.6833,24.84,94,100,3.85,MM,1694566183
496,koh kong,11.6175,102.9806,25.76,86,100,3.68,KH,1694566183
497,zhangye,38.9342,100.4517,22.38,24,0,3.9,CN,1694566183
498,pokhara,28.2333,83.9833,23.26,91,71,0.72,NP,1694566184
499,cerignola,41.264,15.9005,18.57,46,5,2.12,IT,1694566184
500,hatillo,18.4863,-66.8254,29.32,87,100,0.89,PR,1694566005
501,bunia,1.5667,30.25,17.2,89,9,1.11,CD,1694566184
502,vikulovo,56.8167,70.6107,6.81,92,1,3.11,RU,1694566184
503,las tablas,7.7667,-80.2833,27.87,99,100,1.57,PA,1694566184
504,palmerston north,-40.35,175.6167,16.7,65,50,2.24,NZ,1694566083
505,waddan,29.1614,16.139,21.87,61,0,1.44,LY,1694566185
506,bandundu,-3.3167,17.3667,25.68,70,10,1.9,CD,1694566185
507,newman,37.3138,-121.0208,34.19,27,0,2.24,US,1694566185
508,alaghsas,17.0187,8.0168,32.19,17,100,4.34,NE,1694566185
509,carutapera,-1.195,-46.02,25.74,80,5,3.48,BR,1694566185
510,baardheere,2.3446,42.2764,25.39,74,17,6.07,SO,1694566185
511,oodweyne,9.4092,45.064,24.93,51,100,5.54,SO,1694566185
512,ulaangom,49.9811,92.0667,13.62,72,14,2.05,MN,1694566185
513,melekeok village,7.4957,134.6367,26.31,94,100,5.14,PW,1694566186
514,kolda,12.8833,-14.95,27.17,94,0,0.0,SN,1694566186
515,catemaco,18.4167,-95.1167,23.67,89,7,1.52,MX,1694565979
516,kubinka,55.5839,36.69,8.0,77,3,1.61,RU,1694566186
517,ilha de mocambique,-15.0342,40.7358,24.49,81,12,2.96,MZ,1694566186
518,akhalk'alak'i,41.4051,43.4863,7.33,87,100,0.37,GE,1694566186
519,camarinas,43.1311,-9.1817,18.29,91,5,5.27,ES,1694566186
520,labytnangi,66.6572,66.4183,9.52,89,17,3.58,RU,1694566186
521,ende,-8.8432,121.6623,29.1,53,29,1.13,ID,1694566187
522,yuzhno-kurilsk,44.0306,145.8556,18.91,98,100,3.24,RU,1694566187
523,al khums,32.6486,14.2619,23.97,69,0,2.87,LY,1694566187
524,la passe,45.5549,-0.8967,19.43,83,100,3.75,FR,1694566187
525,nioki,-2.7167,17.6833,24.64,78,9,1.1,CD,1694566187
526,sao vicente,-23.9631,-46.3919,29.59,60,0,1.07,BR,1694566187
527,puerto deseado,-47.7503,-65.8938,5.83,65,6,2.79,AR,1694566187
528,nadi,-17.8,177.4167,29.0,54,20,6.17,FJ,1694566188
529,rufino,-34.2683,-62.7126,11.55,33,100,2.45,AR,1694566188
530,trondheim,63.4305,10.3951,9.4,88,100,1.79,NO,1694566065
531,gadsden,34.0143,-86.0066,28.01,74,20,1.54,US,1694565911
532,kourou,5.1552,-52.6478,27.03,79,62,5.88,GF,1694566188
533,ipatovo,45.7181,42.9036,14.25,41,64,1.05,RU,1694566188
534,praia da vitoria,38.7333,-27.0667,23.2,88,20,4.25,PT,1694566188
535,barreirinhas,-2.7469,-42.8264,25.74,80,0,5.15,BR,1694566188
536,salahonda,2.1019,-78.7217,26.57,82,68,5.43,CO,1694566188
537,aral,40.5156,81.2636,22.57,32,23,3.75,CN,1694566189
538,nar'yan-mar,67.6713,53.087,11.17,84,13,7.39,RU,1694566189
539,punta alta,-38.8759,-62.0736,11.71,50,0,3.09,AR,1694566189
540,paungde,18.4833,95.5,24.06,97,100,4.69,MM,1694566189
541,midleton,51.9153,-8.1805,10.88,86,29,2.06,IE,1694566189
542,albina,5.5,-54.05,25.48,79,6,2.34,SR,1694566189
543,the pas,53.8251,-101.2541,17.01,51,15,7.2,CA,1694566189
544,ad dawadimi,24.5077,44.3924,28.64,18,68,4.71,SA,1694566190
545,north platte,41.1239,-100.7654,21.94,47,0,2.68,US,1694566190
546,san mariano,7.5,126.0,27.55,74,100,1.37,PH,1694566190
547,lata,40.1629,-8.3327,18.23,96,1,1.01,PT,1694566190
548,buchanan,5.8808,-10.0467,24.42,91,36,1.88,LR,1694566190
549,basco,20.4487,121.9702,27.4,70,21,1.44,PH,1694566190
550,holdrege,40.4403,-99.3698,21.6,54,0,0.0,US,1694566190
551,oxelosund,58.6706,17.1015,15.21,94,40,2.06,SE,1694566191
552,lospalos,-8.5186,127.0025,25.38,67,46,5.15,TL,1694566191
553,nikolayevsk-on-amure,53.1406,140.73,16.13,44,0,5.16,RU,1694566191
554,el calafate,-50.3408,-72.2768,2.06,70,100,1.08,AR,1694566191
555,dwarka,22.2394,68.9678,27.05,83,64,5.48,IN,1694566191
556,ouadda,8.0777,22.4007,20.56,97,96,0.63,CF,1694566191
557,cabedelo,-6.9811,-34.8339,23.37,86,48,6.92,BR,1694566191
558,guarapari,-20.6667,-40.4975,22.72,86,0,4.64,BR,1694566191
559,chibougamau,49.9168,-74.3659,13.79,82,100,3.09,CA,1694566192
560,key largo,25.0865,-80.4473,29.44,73,20,6.25,US,1694566091
